event_id,ts,user,group,action,initiator,ip,request_id
3ae08436-eec3-4b35-8d05-8f4e66806474,2025-11-19 13:22:08,user20,HR,remove_member,svc_saviynt,77.50.161.250,
3c6e5665-13f3-4911-bd91-12d19f3bb508,2025-11-19 22:34:32,user7,Finance,add_member,svc_saviynt,88.70.134.235,
24895450-5ad3-43f4-a078-8afe80c54634,2025-11-20 00:08:01,user13,Workday,privilege_escalation,iam_service,214.77.86.238,a7bb8abf-21dc-4449-b9eb-8cf684f1ec46
1dab799c-99b2-4c5b-a1d6-c795f816f785,2025-11-20 22:23:39,user7,Finance,remove_member,svc_saviynt,215.195.113.23,
9d28bc7a-1902-4f20-ab99-f698076108ba,2025-11-21 01:15:13,user34,DevOps,add_member,svc_saviynt,78.215.22.247,
381ed545-27f4-4c70-91b7-38af1f946dff,2025-11-21 01:52:21,user9,Workday,add_member,svc_saviynt,17.119.156.219,
37354187-bb64-40f2-983d-cd664c15f429,2025-11-21 02:45:41,user43,Workday,remove_member,svc_saviynt,160.54.252.135,
3bf86025-5834-4cc4-91e8-4e61b5b590af,2025-11-21 09:02:42,user23,Finance,privilege_escalation,iam_service,53.100.91.49,7178f43c-59c7-4c7b-ab22-b62b34b9a955
b31d7689-f3f2-45dd-8747-a103a895c192,2025-11-21 20:57:54,user50,Workday,privilege_escalation,iam_service,214.69.32.249,f3c0d464-4948-4d9f-b157-ad50e7728df2
986bf34a-8b58-477b-8183-cdaa8610d550,2025-11-22 02:43:19,user40,DBA,add_member,svc_saviynt,71.86.87.108,
94719008-07ab-4f47-94cd-3ab0b544e20a,2025-11-22 12:47:47,user28,Contractor,add_member,svc_saviynt,135.219.65.213,
926b6489-b407-4d94-8e0f-1be8c1011dd5,2025-11-22 22:11:44,user16,HR,add_member,svc_saviynt,8.88.219.100,
4fcb20db-4872-4e99-b01e-4b9453bd49dc,2025-11-23 01:57:52,user31,Contractor,add_member,svc_saviynt,118.43.175.71,
32016361-2c87-472d-98bd-03115f121955,2025-11-23 05:18:59,user39,HR,remove_member,svc_saviynt,246.129.220.105,
45b9f849-2bd9-4d2f-8a96-06a4e1a0acdf,2025-11-23 10:07:43,user46,Contractor,remove_member,svc_saviynt,52.132.202.67,
5f0542a6-ee25-4fd4-8bbd-2ce2c045e5e9,2025-11-23 14:13:48,user4,DBA,remove_member,svc_saviynt,86.205.157.118,
8a9b40f2-f2f1-4c11-8d89-5d4f5a18ee4e,2025-11-23 17:36:19,user1,Contractor,remove_member,svc_saviynt,137.239.48.63,
53e30336-5a9e-4a81-99bb-03b1f68c0545,2025-11-24 04:50:44,user34,Workday,remove_member,svc_saviynt,169.209.172.250,
ce01e752-f913-46eb-8557-175062a07e6c,2025-11-24 11:48:01,user7,Finance,privilege_escalation,iam_service,207.218.15.121,
ec9fd82f-5578-4bfa-8ed0-70b0d6c50da0,2025-11-24 12:10:25,user45,Contractor,add_member,svc_saviynt,82.221.10.239,
6812bc24-7415-426d-b962-47fc6df1a327,2025-11-25 10:04:42,user19,DBA,privilege_escalation,iam_service,217.178.86.35,
a6f8e108-18ec-4250-878c-a0ea7f5d01a3,2025-11-25 13:00:25,user30,Workday,privilege_escalation,iam_service,213.153.137.170,
a728c18c-0edc-44c8-9813-092bb310a74d,2025-11-26 07:58:24,user22,Contractor,add_member,svc_saviynt,183.11.60.64,
33237ca9-9d6a-4206-9ff0-8a1c1d4cf8e3,2025-11-26 10:02:22,user24,Workday,add_member,svc_saviynt,78.165.58.116,
12e9d579-8563-43b7-96e3-19ce9b7d15c6,2025-11-26 13:13:54,user18,DBA,remove_member,svc_saviynt,209.114.15.16,
ff95f421-dc3f-464e-b2d5-91913a67cf25,2025-11-26 14:32:00,user11,Workday,privilege_escalation,iam_service,103.50.110.59,b6818fc6-5371-4bc5-92be-7aa3cd1765a9
7d732b4e-32f1-4bc5-b28f-561d32dee2b3,2025-11-26 18:01:03,user44,DBA,privilege_escalation,iam_service,40.102.164.31,ae991d53-f99a-4e5f-a629-8387fc24799e
19b34073-d0db-44be-ab9a-78626ed237a9,2025-11-27 10:15:52,user43,Workday,privilege_escalation,iam_service,220.105.167.195,ab46a1b3-faa6-482d-9df1-3989e8a221f4
c36a6261-43a0-440d-afe2-1278a0ae0306,2025-11-27 12:10:02,user29,Contractor,add_member,svc_saviynt,205.220.50.69,
dd88b98e-d2b3-4f8c-9d61-3900ef73bdb7,2025-11-27 23:08:08,user19,Workday,add_member,svc_saviynt,201.80.89.225,
6ff823ea-5f2f-4a49-be86-3d26e667d379,2025-11-28 05:49:09,user44,Contractor,remove_member,svc_saviynt,204.94.154.36,
1aa5bb86-f565-4431-a7ea-d66b53178795,2025-11-28 07:54:31,user14,Workday,add_member,svc_saviynt,203.228.70.246,
414fd0f2-7461-44a4-a644-0580ce407f6b,2025-11-28 13:19:54,user18,Finance,privilege_escalation,iam_service,63.80.138.211,8f61fdd4-fe02-4396-b8e2-2e51a4f54b94
df60a33f-ecff-4f1d-a914-d4ac72da6ecf,2025-11-28 13:39:45,user24,Contractor,privilege_escalation,iam_service,211.143.75.186,
7aad50b2-8dfd-494c-bcf4-1e4a795abca0,2025-11-28 15:32:03,user39,Workday,privilege_escalation,iam_service,54.211.7.208,
6092b89b-2164-48dc-87dd-bae73321b290,2025-11-28 22:10:57,user31,DBA,privilege_escalation,iam_service,76.76.95.150,54051b9c-148f-4394-9326-d32b45df1e5c
77cbc431-2325-450c-a938-9d9d9a064752,2025-11-28 23:24:30,user42,DBA,add_member,svc_saviynt,176.117.19.83,
cbcbd1cc-860e-4961-a1c4-5e681560391c,2025-11-29 00:12:37,user7,Finance,remove_member,svc_saviynt,205.169.133.247,
5235625b-efe6-4e33-bb15-dac048d80ade,2025-11-29 01:53:23,user30,HR,add_member,svc_saviynt,157.215.204.114,
048be743-966f-4cb4-9237-9b2bf7b2395d,2025-11-30 06:49:31,user44,Contractor,privilege_escalation,iam_service,204.147.210.103,79ae3bbe-b92e-49d0-a39b-f202ab802785
