req_id,user,ts,app,role,status,approver,justification
627a33b3-a898-4454-9dad-d3d837b17540,user5,2025-11-05 21:21:17,Salesforce,Developer,PENDING,user11,BAU
a23b2ad0-3d00-4e8b-9291-7d88fa66a870,user48,2025-11-06 05:03:44,SAP,Reader,APPROVED,user39,Emergency
3802c5aa-773f-4cdf-a052-d3159da61b9d,user49,2025-11-06 14:47:10,Jira,Developer,PENDING,user23,Project Work
a7bb8abf-21dc-4449-b9eb-8cf684f1ec46,user13,2025-11-06 15:39:38,Databricks,Editor,PENDING,user34,BAU
f949d0a6-c40b-494c-94b7-3019fd43fb52,user48,2025-11-06 16:01:17,Workday,Reader,REJECTED,user14,BAU
447457ba-81ba-4e71-8e51-e332a723b1c9,user24,2025-11-06 16:06:09,Workday,Reader,REJECTED,user41,Project Work
f2f1582b-52ae-4455-8a81-9c13626c438b,user38,2025-11-06 17:37:06,GitHub,Reader,PENDING,user8,Emergency
b1d1307d-de24-45fa-b202-0b469d45055a,user38,2025-11-06 17:48:55,Workday,Reader,REJECTED,user3,Project Work
ff332f8f-6db2-4a6a-ba33-f6785f2ab4ad,user2,2025-11-07 02:11:53,Salesforce,Reader,PENDING,user27,BAU
a8ce2205-1cce-48ce-a0a6-fd0c382fd4ba,user4,2025-11-07 02:21:24,GitHub,Developer,REJECTED,user49,BAU
0896af01-cf7f-4253-914b-88f399548a73,user14,2025-11-07 06:49:05,Salesforce,Admin,REJECTED,user24,Emergency
c5c37446-11e2-4d7b-abff-646ac3e1856e,user43,2025-11-07 20:05:40,Databricks,Admin,REJECTED,user34,Emergency
a46d2d5d-dd50-4174-8f65-4fb724b0ddad,user24,2025-11-07 20:56:59,SAP,Editor,PENDING,user28,Emergency
b2829cec-79f6-400a-9348-e3ae096c7fda,user17,2025-11-08 04:24:59,Salesforce,Admin,PENDING,user12,Project Work
036e548f-bf27-462a-ad96-81ebb02c18da,user18,2025-11-08 05:13:03,GitHub,Reader,PENDING,user17,Emergency
39d7ae14-04fa-4859-a475-a8a048d41f8c,user38,2025-11-08 08:11:18,Workday,Reader,APPROVED,user13,Project Work
8c1cb549-a7fe-44b9-8249-4e7132700781,user15,2025-11-08 08:13:46,SAP,Reader,REJECTED,user37,BAU
ac602fe5-9be1-48b7-976e-a1007df90323,user9,2025-11-08 09:30:30,SAP,Developer,REJECTED,user9,Emergency
fc4c5652-57dc-4b78-b48a-6b6383598b60,user28,2025-11-08 10:43:26,Salesforce,Reader,APPROVED,user14,Project Work
76b29193-7a56-4586-9e41-d463eef47b78,user17,2025-11-08 11:00:53,Databricks,Admin,PENDING,user18,Emergency
4bd3eedf-f525-496a-a79f-6abec2664170,user21,2025-11-08 21:19:02,Salesforce,Reader,REJECTED,user47,Project Work
a16601a6-c5a1-482c-bede-69011f4d93f6,user10,2025-11-08 23:49:56,Databricks,Admin,PENDING,user4,Project Work
40fefd57-3cd7-4653-a99d-171e8fd22b3e,user35,2025-11-09 02:12:08,SAP,Editor,APPROVED,user15,Emergency
0934373b-865b-4f05-8d08-c6271dcefefd,user14,2025-11-09 07:27:42,Databricks,Admin,REJECTED,user2,Emergency
81726ace-2b2c-4e9a-b784-5726e79da85f,user19,2025-11-09 13:32:40,SAP,Editor,PENDING,user13,Project Work
7f48b1d5-ff6e-4502-94e3-0c3986ba743f,user9,2025-11-09 17:30:46,Jira,Developer,REJECTED,user25,Project Work
90672cc9-0c56-43c3-b6f7-5a239bf8219c,user2,2025-11-09 19:00:53,Workday,Reader,APPROVED,user40,BAU
d8201d8a-7e71-4a9f-8fc4-b32d0b3cbd16,user47,2025-11-10 07:53:34,Snowflake,Editor,PENDING,user49,Project Work
f9e09b5f-7cb7-4acd-8fd4-7743eec96089,user11,2025-11-10 15:00:14,Workday,Developer,APPROVED,user49,Emergency
95d5fb1f-855d-4462-bf1b-16438b8fa706,user36,2025-11-10 15:31:00,Databricks,Editor,REJECTED,user28,Emergency
920122da-e289-430a-b71d-9e93b1e58ef1,user40,2025-11-10 15:46:24,Databricks,Reader,PENDING,user9,Emergency
de5fb309-9dc5-4c64-bc9c-874004667d3b,user9,2025-11-11 01:17:24,Databricks,Admin,PENDING,user48,Project Work
148b7787-e0e3-4eed-a4e3-7cd86ffbed1f,user35,2025-11-11 05:54:12,Salesforce,Editor,PENDING,user26,BAU
94dc5986-9103-43e5-8dd1-0dcd4aeddcf9,user24,2025-11-11 05:58:46,GitHub,Reader,PENDING,user31,BAU
f38102bb-8bb9-4b69-a4b2-02fd7f386f54,user18,2025-11-11 10:08:38,GitHub,Editor,PENDING,user28,Project Work
c0a5796e-8563-4312-84ca-9f090b1f3a31,user32,2025-11-11 15:27:50,Snowflake,Reader,REJECTED,user28,Project Work
743bf1cc-03a4-4c76-ae0b-a979f8653498,user10,2025-11-11 21:32:39,GitHub,Developer,PENDING,user5,BAU
25238d06-cae7-4245-99ae-6c3c47f85a63,user36,2025-11-12 03:03:35,SAP,Reader,PENDING,user20,Project Work
6161605b-8f64-4326-ad2f-2729bdcbdb5d,user10,2025-11-12 16:15:15,Snowflake,Developer,PENDING,user5,BAU
05201160-1e2f-46a0-a5f3-b4b5e28f6840,user18,2025-11-12 17:01:51,SAP,Reader,PENDING,user18,Emergency
b9349ebe-c64f-4f7b-b904-619d33710410,user13,2025-11-12 17:09:29,Databricks,Editor,REJECTED,user48,BAU
3784c12c-d0dc-42cc-a3cc-41d4ecccc21a,user27,2025-11-13 08:51:06,Salesforce,Admin,APPROVED,user39,Project Work
437ca621-0844-4e02-b630-bda24cc27735,user21,2025-11-13 10:01:07,Databricks,Reader,PENDING,user12,BAU
3ac165a1-f758-47a8-abad-67d7d05a4792,user34,2025-11-13 18:22:02,Snowflake,Reader,REJECTED,user33,Emergency
38324122-0408-4a40-b1f0-448e99912f04,user43,2025-11-13 22:57:21,GitHub,Admin,PENDING,user28,Emergency
b562be55-f194-49e0-9849-aa19346def01,user28,2025-11-14 00:20:36,Databricks,Editor,PENDING,user9,Project Work
1a4e5c22-8441-45d7-a8bf-8d0bd83588fb,user19,2025-11-14 00:53:30,Databricks,Reader,APPROVED,user46,BAU
2e4e01c1-1b2a-406d-9305-e0fd42b29858,user37,2025-11-14 00:57:58,SAP,Admin,REJECTED,user2,Project Work
2219d033-8dcb-456d-ba66-443655cd4e65,user30,2025-11-14 06:52:38,Snowflake,Reader,APPROVED,user38,BAU
0d16b1f4-e5a1-4944-8def-765ac61dec0f,user31,2025-11-14 10:56:52,Salesforce,Editor,APPROVED,user32,Project Work
7bee73de-c15a-48f9-8fb0-461a149edf76,user50,2025-11-14 23:48:05,GitHub,Reader,APPROVED,user28,Project Work
0e312e9f-0ac3-4764-8b26-ccc13ae29ac2,user32,2025-11-15 01:01:05,Snowflake,Reader,PENDING,user3,Emergency
f4f0c171-3728-4b78-b341-408d41bde474,user45,2025-11-15 02:16:34,Snowflake,Reader,PENDING,user37,BAU
f82b600c-62a3-4f64-9c2d-ad3207fd722b,user39,2025-11-15 02:57:20,Salesforce,Reader,APPROVED,user15,BAU
beaaa680-6bec-4fdd-96b0-ded9ef93d47e,user47,2025-11-15 06:04:25,Jira,Editor,APPROVED,user15,BAU
12f8ba90-bee4-4a84-9b51-ea02bfd311a8,user34,2025-11-15 09:19:01,Workday,Editor,REJECTED,user10,Emergency
0324b900-97c7-43ba-b4bd-fa2aae82391b,user20,2025-11-15 09:52:16,Workday,Editor,REJECTED,user48,BAU
d5cb5abc-4859-47a3-8594-f00336803cf6,user32,2025-11-15 12:48:55,GitHub,Reader,APPROVED,user8,Project Work
ff61d5d2-1678-4dec-b2fe-bf5dc1e25a97,user16,2025-11-16 14:10:19,SAP,Editor,APPROVED,user8,Emergency
4e4539a2-defb-4ca6-9452-7148ad027236,user37,2025-11-16 19:22:11,Salesforce,Developer,REJECTED,user7,BAU
742cfb6f-3883-4bc6-9784-c1cf7d4af380,user16,2025-11-16 21:44:03,Jira,Editor,APPROVED,user50,BAU
951736ca-2e16-404b-be39-193938056a1d,user13,2025-11-16 22:01:08,Databricks,Editor,APPROVED,user30,Project Work
d9980874-a3aa-4876-9288-9b82d1c09e3d,user16,2025-11-17 03:02:01,SAP,Editor,APPROVED,user19,Project Work
da56e794-44eb-44f1-b8fd-ff225b605512,user10,2025-11-17 07:50:02,Jira,Admin,PENDING,user10,Project Work
c43a4d22-f2a1-4071-9388-d4dd6438a1df,user9,2025-11-17 10:22:23,Databricks,Developer,PENDING,user21,BAU
27c9c5fe-39c0-4359-a28b-b1410af170f6,user2,2025-11-17 12:18:47,Salesforce,Editor,REJECTED,user5,BAU
05a66d2e-8476-4981-8fe7-c17381adf69a,user42,2025-11-17 13:01:36,Salesforce,Editor,PENDING,user40,Emergency
5b9db4bd-3483-4b3f-ab17-fd4f18e85639,user28,2025-11-17 19:30:17,Salesforce,Editor,APPROVED,user34,Project Work
297776a4-bdbd-442a-b048-4cd54d071d3d,user34,2025-11-18 00:17:36,GitHub,Editor,REJECTED,user6,Emergency
d3d38c4d-67fb-4d53-b7e9-f780730a24a8,user48,2025-11-18 10:49:45,Workday,Editor,REJECTED,user39,BAU
62e92e05-3e86-4d8c-9194-487cf224db75,user22,2025-11-18 11:04:23,Jira,Editor,APPROVED,user32,Emergency
9c9480e1-e620-4610-81e4-8490cedc0467,user29,2025-11-18 11:26:09,Snowflake,Reader,APPROVED,user49,BAU
ecd61a20-7117-4b79-823d-4d49bfda4db4,user37,2025-11-18 13:30:01,GitHub,Developer,REJECTED,user36,Emergency
4f90a174-b3a0-4f97-be09-0a1a565d0491,user25,2025-11-18 14:36:09,GitHub,Reader,PENDING,user7,Project Work
dfd953b9-4ba0-4fb8-86a7-6827aba1be16,user2,2025-11-18 21:29:48,Salesforce,Editor,PENDING,user44,Project Work
07d7b990-1342-4cd5-b6f6-fda991118d20,user13,2025-11-18 21:57:46,Jira,Editor,REJECTED,user24,Project Work
2325490a-ebc0-488e-92fd-193681d915fb,user37,2025-11-18 23:33:43,Workday,Admin,PENDING,user50,BAU
b3a05fc7-d031-436a-b05f-087c2e922186,user6,2025-11-19 00:02:42,GitHub,Editor,REJECTED,user50,Project Work
89b77c12-8e90-4ed0-8ca6-92b044c73422,user35,2025-11-19 01:05:26,Workday,Reader,PENDING,user49,BAU
f7dbebb4-19ee-42a3-8a82-2c68ec576583,user40,2025-11-19 02:16:11,Jira,Editor,APPROVED,user7,BAU
636c1463-f4ec-48f8-a7bf-0861896214af,user13,2025-11-19 04:11:24,Databricks,Editor,REJECTED,user35,Project Work
ab7e8e1c-2091-4a6f-852d-da2de8d29ab7,user6,2025-11-19 14:52:01,Jira,Reader,APPROVED,user21,Emergency
67924b06-7f40-4cf0-aac4-a8615b2fd9fd,user44,2025-11-20 05:59:26,Databricks,Admin,REJECTED,user31,Emergency
4e5f121a-fdbc-4c29-ab60-08f5afcf6ec9,user5,2025-11-20 07:36:39,Salesforce,Developer,APPROVED,user40,Project Work
d0a2a2da-ca13-48a8-85e8-28a345635eb2,user34,2025-11-20 10:40:59,Salesforce,Reader,APPROVED,user17,Emergency
7bca4937-1150-4982-93b0-874a8aa6e11d,user10,2025-11-20 12:44:56,Snowflake,Admin,APPROVED,user15,BAU
ce2d0779-4397-45ce-8951-d45cfe91d17d,user17,2025-11-21 00:51:02,Salesforce,Developer,PENDING,user27,BAU
8d3ef1f4-b069-41c2-a74f-261e5ccf1819,user39,2025-11-21 01:57:27,Salesforce,Editor,APPROVED,user9,BAU
474a9145-6064-4d36-8781-8885244f17a9,user2,2025-11-21 06:37:12,Snowflake,Reader,PENDING,user23,BAU
1477b59a-7f1f-4b60-b3ce-9b9f29aa1002,user4,2025-11-21 08:53:35,Salesforce,Developer,APPROVED,user23,BAU
f3852623-9b14-428f-a3ea-a815aad22069,user1,2025-11-21 23:28:44,Snowflake,Editor,PENDING,user15,Emergency
1bcc029b-2079-4c10-9f23-cbe8913f9105,user2,2025-11-22 15:40:11,SAP,Editor,APPROVED,user26,BAU
ee7d3a6a-dc28-4915-909b-3c5176dafa86,user16,2025-11-22 16:21:39,Databricks,Editor,PENDING,user36,Emergency
0c23ba81-b5cd-422b-bb04-74cdb1adbbba,user22,2025-11-23 08:01:42,Databricks,Editor,APPROVED,user32,Emergency
c325ca48-757b-4c1c-b32c-a818d73a7044,user30,2025-11-23 16:35:32,Databricks,Editor,APPROVED,user8,BAU
db688c3b-2be9-460a-a91f-b668a7df083a,user4,2025-11-23 20:41:57,Snowflake,Admin,PENDING,user4,Emergency
a0b8d33a-bd8b-4a51-ab7e-4449e583960f,user31,2025-11-24 10:49:41,Workday,Editor,PENDING,user16,BAU
1552f605-c541-4a36-aea0-781b8fcf3ca0,user50,2025-11-24 16:10:24,GitHub,Reader,APPROVED,user34,Project Work
c50a9bf1-8c33-4f97-99e1-2eee2f5312f7,user44,2025-11-24 16:45:34,Databricks,Admin,REJECTED,user38,Emergency
8fd9e138-44e7-4928-87f5-47ccb51cc4b8,user14,2025-11-24 16:52:57,GitHub,Admin,PENDING,user27,BAU
6556f8ee-d1a7-4599-a504-32f7a5b70576,user28,2025-11-25 04:46:12,Salesforce,Reader,APPROVED,user47,Emergency
0dc8766b-9e81-40b0-bc8a-6c045a79af7e,user6,2025-11-25 04:53:13,Workday,Editor,REJECTED,user8,Emergency
ad15752a-c359-4806-ac26-a7e6975debe9,user7,2025-11-25 05:16:51,Databricks,Developer,APPROVED,user20,Emergency
40958a2a-887b-42e6-bce5-c4f837839198,user20,2025-11-25 12:16:23,SAP,Reader,PENDING,user17,Project Work
fc0029ab-d239-4f61-a6b5-3706fc1567c0,user34,2025-11-25 16:48:02,Workday,Reader,APPROVED,user45,Project Work
fc7c8850-edf7-412a-9751-6532fc7469d7,user37,2025-11-25 18:59:39,Snowflake,Developer,APPROVED,user47,Emergency
1ff9408e-5037-4ca8-b3ef-0237fce4682e,user26,2025-11-25 19:50:54,Databricks,Admin,REJECTED,user28,Emergency
eb729e9b-d312-41da-9f2a-14507d342e94,user6,2025-11-25 19:59:23,GitHub,Reader,APPROVED,user24,BAU
cc9e6072-97bb-4105-b8b4-b79ca598b5fe,user7,2025-11-25 20:59:27,Snowflake,Developer,REJECTED,user25,BAU
e0ad0193-5534-4c3b-96a1-309bb8250243,user39,2025-11-25 22:19:14,Salesforce,Editor,PENDING,user1,Project Work
70f37e6f-bf43-4087-bc3f-d6569f2e6fc5,user29,2025-11-26 03:29:57,Snowflake,Reader,PENDING,user45,BAU
aee3f1fe-b967-4de2-9795-49b9b3d42c44,user1,2025-11-26 05:04:15,Snowflake,Reader,PENDING,user46,Project Work
9ea1e988-1aee-45eb-8a6c-31312be58695,user2,2025-11-26 10:27:29,SAP,Editor,APPROVED,user47,BAU
451ad518-2212-46c3-adce-48dbde73185e,user6,2025-11-26 15:52:38,Workday,Editor,PENDING,user42,BAU
b50ac65f-8d62-42b2-a77d-7fe440b1344f,user25,2025-11-26 21:14:01,Salesforce,Editor,REJECTED,user45,BAU
6f81bc48-e99e-475c-ad70-b24ff690c74d,user26,2025-11-27 01:41:35,Workday,Developer,PENDING,user13,Emergency
b51ab92f-8ecd-47b0-98eb-cc1d0c561937,user42,2025-11-27 05:46:36,Jira,Reader,REJECTED,user6,Emergency
f9d7f36c-2cc8-424b-8164-ffe4e3e4cf23,user2,2025-11-27 09:23:18,Workday,Editor,APPROVED,user40,BAU
2af8f26f-699b-488e-bf0d-ce56cd570744,user45,2025-11-27 11:05:38,Salesforce,Editor,PENDING,user27,BAU
7aeb2c0e-a0a8-4a3c-8f5f-4b990b1f5e88,user13,2025-11-27 13:46:58,Jira,Reader,APPROVED,user41,Project Work
a622d7d5-b3db-4619-9230-410fdf2e3881,user4,2025-11-27 16:44:05,Workday,Admin,APPROVED,user12,BAU
3d94835c-2206-42ae-820a-bf6cf7c01fcb,user46,2025-11-27 18:14:18,Workday,Admin,APPROVED,user11,Project Work
a064144d-31f2-4fa2-93aa-0d8b8ce84e58,user19,2025-11-27 20:51:30,SAP,Reader,APPROVED,user45,BAU
21acba76-2b20-40dc-8279-58bd83bab54b,user45,2025-11-29 09:38:03,Salesforce,Editor,REJECTED,user16,BAU
b4a6aecf-9775-453a-8126-1599b40c4f42,user7,2025-11-29 11:10:01,SAP,Developer,REJECTED,user48,BAU
f397f9f7-d7c3-474f-899b-b94ce24ed18b,user31,2025-11-29 20:14:48,Snowflake,Reader,APPROVED,user40,BAU
28b75ad3-8422-4ae5-8770-535ac8600495,user23,2025-11-30 00:19:04,Databricks,Admin,APPROVED,user34,Project Work
d43ba57a-6e81-400b-aa75-19737365db52,user5,2025-11-30 05:26:41,Salesforce,Admin,APPROVED,user29,Emergency
3014f515-58e3-4d5b-b282-96b4439e8fc2,user36,2025-11-30 06:04:44,SAP,Editor,PENDING,user38,BAU
35ac077f-94ef-4f9a-8b51-f78d4e693ad9,user25,2025-11-30 13:24:18,Workday,Reader,APPROVED,user32,Emergency
